motu_word,frequency,example_reference,english_gloss,notes
hakuboroa,1,SNG 5:14,,
eiefant,1,SNG 5:14,,
bauka-bauka,1,SNG 5:15,,
hehedaikau,1,SNG 5:15,,
sidadia,1,SNG 5:15,,
hamanoka-manokagumu,1,SNG 6:5,,
sibosibona,1,SNG 6:9,,
okari,1,SNG 6:11,,
bauka-baukadia,1,SNG 7:1,,
kuboruna,1,SNG 7:2,,
isenuna,1,SNG 7:2,,
gohugohudia,1,SNG 7:4,,
batarabim,1,SNG 7:4,,
roha-hekeina,1,SNG 7:4,,
heveriveridia,1,SNG 7:5,,
harahumu,1,SNG 8:1,,
haomu,1,SNG 8:5,,
baal-hamono,1,SNG 8:11,,
aru-kubou,1,ISA 1:6,,
haḡavedia,1,ISA 1:6,,
vaira-tuhutuhumui,1,ISA 1:7,,
rumaruma,1,ISA 1:8,,
saboata,1,ISA 1:9,,
kwabukwabuda,1,ISA 1:9,,
mamaru-anedia,1,ISA 1:11,,
ikou,1,ISA 1:12,,
boiboidia,1,ISA 1:13,,
paira,1,ISA 1:18,,
huroka-kuroka,1,ISA 1:18,,
ihahemaorohenina,1,ISA 1:20,,
honuva,1,ISA 1:21,,
heatu-kau,1,ISA 1:23,,
bulolaimui,1,ISA 1:25,,
haealo,1,ISA 1:26,,
gaeamo,1,ISA 1:26,,
udeudedia,1,ISA 2:6,,
hamanaudiamu,1,ISA 2:9,,
hamaraḡidiamu,1,ISA 2:9,,
hamaragi,1,ISA 2:11,,
heatomu,1,ISA 2:12,,
kidotaodia,1,ISA 2:13,,
hedinaraina,1,ISA 3:8,,
hadikalaidiamu,1,ISA 3:9,,
badi-kara,1,ISA 3:11,,
igunalaimui,1,ISA 3:12,,
haheḡonudiamu,1,ISA 3:12,,
helodu,1,ISA 3:13,,
haboḡemu,1,ISA 3:16,,
varuamu,1,ISA 3:16,,
sihesihemu,1,ISA 3:16,,
ae-ganagana,1,ISA 3:16,,
hareḡediamu,1,ISA 3:16,,
hapoukadia,1,ISA 3:17,,
kaparidia,1,ISA 3:18,,
odo,1,ISA 3:19,,
mauamauadia,1,ISA 3:20,,
toni,1,ISA 3:20,,
vaḡiva,1,ISA 3:21,,
udu-baubau,1,ISA 3:21,,
ipou,1,ISA 3:22,,
ova,1,ISA 3:22,,
vaina-vaina,1,ISA 3:22,,
severa-severadia,1,ISA 3:23,,
ikumilaidia,1,ISA 3:23,,
ḡauma,1,ISA 4:2,,
ilao-ahulaina,1,ISA 4:6,,
ilao-ahulaidia,1,ISA 4:6,,
herua,1,ISA 5:10,,
matauradiamu,1,ISA 5:13,,
harohadia,1,ISA 5:15,,
hagaihoa,1,ISA 5:20,,
boga-aukadia,1,ISA 5:22,,
heruhamu,1,ISA 5:27,,
mamataka-mamataka,1,ISA 5:28,,
korimu,1,ISA 5:29,,
heḡaralaia,1,ISA 5:30,,
heboi,1,ISA 6:3,,
ikahina,1,ISA 6:6,,
hakudimadia,1,ISA 6:10,,
gvauta,1,ISA 6:13,,
helado-heladomu,1,ISA 7:2,,
seara-iasubu,1,ISA 7:3,,
tutututudia,1,ISA 7:4,,
makohirohoroho,1,ISA 7:8,,
hahekwarahiamu,1,ISA 7:13,,
iabi-hidinado,1,ISA 7:16,,
labolabona,1,ISA 7:18,,
pevadia,1,ISA 7:24,,
hemoimoilai,1,ISA 7:25,,
palakana,1,ISA 8:1,,
ieberekia,1,ISA 8:2,,
darinu,1,ISA 8:3,,
haragamu,1,ISA 8:3,,
siloa,1,ISA 8:6,,
metaira-metairamu,1,ISA 8:6,,
popotodia,1,ISA 8:7,,
hetoi-rorodia,1,ISA 8:8,,
dekedekemai,1,ISA 8:10,,
gware,1,ISA 8:18,,
tanatanamu,1,ISA 8:19,,
hemaunumu,1,ISA 8:19,,
dadiai,1,ISA 8:19,,
bada-hereavaburana,1,ISA 8:22,,
gugubaiava,1,ISA 9:1,,
herou-herouna,1,ISA 9:5,,
hekuikuilai,1,ISA 9:5,,
siahu-bada,1,ISA 9:6,,
hagaradiamu,1,ISA 9:11,,
hagadiamu,1,ISA 9:12,,
hadonodiamu,1,ISA 9:16,,
gahina,1,ISA 10:5,,
papavapava,1,ISA 10:8,,
kalano,1,ISA 10:9,,
herevadiabona,1,ISA 10:12,,
taue,1,ISA 10:13,,
hamarereamu,1,ISA 10:14,,
utu-utulaiamu,1,ISA 10:15,,
iri-irilaiamu,1,ISA 10:15,,
kwadi-kwadilaia,1,ISA 10:15,,
ihavaroda-varodadia,1,ISA 10:16,,
goada-hereadia,1,ISA 10:16,,
eseidia,1,ISA 10:25,,
ikwadiva,1,ISA 10:26,,
pagamui,1,ISA 10:27,,
aiata,1,ISA 10:28,,
makana,1,ISA 10:29,,
laisa,1,ISA 10:30,,
madamena,1,ISA 10:31,,
gebimi,1,ISA 10:31,,
hodahodana,1,ISA 11:4,,
ahadia,1,ISA 11:11,,
henege-daure,1,ISA 11:12,,
dogurana,1,ISA 11:15,,
ahu-ahumu,1,ISA 13:4,,
labanaiamu,1,ISA 13:14,,
hahekuredi,1,ISA 13:20,,
hesiai-laoheniaukana,1,ISA 14:3,,
ihadikamai,1,ISA 14:8,,
haodiamu,1,ISA 14:9,,
ihahenamo-henimu,1,ISA 14:9,,
daba-matana,1,ISA 14:12,,
hamorumu,1,ISA 14:12,,
haerolaimu,1,ISA 14:16,,
vara-dika,1,ISA 14:19,,
idarona,1,ISA 14:23,,
ramumu,1,ISA 14:30,,
dae-lao,1,ISA 15:5,,
ranu-gabudia,1,ISA 15:6,,
eglaimi,1,ISA 15:8,,
bere-elim,1,ISA 15:8,,
ikerukerumu,1,ISA 16:3,,
ha-udunaia,1,ISA 16:3,,
ae-hemoimoilai,1,ISA 16:4,,
daḡemu,1,ISA 16:6,,
dara-dokomui,1,ISA 16:7,,
bokodia,1,ISA 16:8,,
hanaiava,1,ISA 16:8,,
hapariparimuimu,1,ISA 16:9,,
kiri-herese,1,ISA 16:11,,
bopa,1,ISA 16:14,,
baegadoi,1,ISA 16:14,,
hesenudia,1,ISA 17:1,,
ima-kwakikwakidia,1,ISA 17:8,,
bonadiapatadia,1,ISA 17:8,,
dabana,1,ISA 17:11,,
hoda,1,ISA 17:13,,
vanagidia,1,ISA 18:2,,
haragamui,1,ISA 18:2,,
magemu,1,ISA 18:5,,
nemaiamu,1,ISA 18:7,,
heiruna,1,ISA 19:1,,
lalaḡa,1,ISA 19:1,,
bota,1,ISA 19:6,,
kimaimu,1,ISA 19:8,,
daiguni-nadidia,1,ISA 19:13,,
hararagaia,1,ISA 19:14,,
baegwau,1,ISA 19:21,,
saragono,1,ISA 20:1,,
gwarena,1,ISA 20:3,,
sihidia,1,ISA 20:4,,
hahegegea,1,ISA 21:2,,
ha-igogu,1,ISA 21:3,,
hahetahaiamu,1,ISA 21:3,,
muinumu,1,ISA 21:5,,
doniki-gui,1,ISA 21:7,,
kamelo-gui,1,ISA 21:7,,
balaheni-balaheni,1,ISA 21:7,,
kwadimu,1,ISA 21:10,,
tapomu,1,ISA 21:10,,
hedavarilai,1,ISA 21:14,,
gugulaia,1,ISA 22:4,,
ilolo-henidia,1,ISA 22:5,,
gabunana,1,ISA 22:11,,
eliakimi,1,ISA 22:14,,
rum,1,ISA 22:15,,
ata,1,ISA 22:16,,
heḡeḡe-heḡeḡe,1,ISA 22:18,,
bolo,1,ISA 22:18,,
uda-uda,1,ISA 22:24,,
kohu-hoi,1,ISA 23:8,,
lolohia,1,ISA 23:8,,
haheude,1,ISA 23:11,,
heudedia,1,ISA 23:11,,
gaiho-gaiho,1,ISA 23:16,,
hehoi-nege,1,ISA 23:17,,
gogosidia,1,ISA 23:18,,
hoih,1,ISA 23:18,,
hadabua-laidia,1,ISA 23:18,,
harigika-rigikaia,1,ISA 24:1,,
heni-doa,1,ISA 24:2,,
abi-doa,1,ISA 24:2,,
heni-torehai,1,ISA 24:2,,
inohoiaina,1,ISA 24:6,,
ureamu,1,ISA 24:13,,
dibakamu,1,ISA 24:16,,
beseboudiai,1,ISA 25:6,,
negarina,1,ISA 25:6,,
boudiai,1,ISA 25:7,,
sese-ahulaidiamu,1,ISA 25:7,,
a-orea,1,ISA 25:8,,
irurumata,1,ISA 25:8,,
tagedia,1,ISA 25:10,,
ima-dibaka,1,ISA 25:11,,
hamaraḡidia,1,ISA 25:11,,
badinamumu,1,ISA 26:3,,
hamanadaiamu,1,ISA 26:7,,
ilalolaimu,1,ISA 26:8,,
iaradia,1,ISA 26:11,,
lohiamai,1,ISA 26:13,,
ilalo-taolaidia,1,ISA 26:14,,
hebiloumu,1,ISA 26:17,,
hebilou,1,ISA 26:18,,
iduaramui,1,ISA 26:20,,
veromu,1,ISA 27:1,,
dairiamu,1,ISA 27:3,,
iatodia,1,ISA 27:8,,
maḡiḡidia,1,ISA 27:9,,
isisiba-henina,1,ISA 28:6,,
laigo-laigomu,1,ISA 28:7,,
laigolaigomu,1,ISA 28:7,,
heḡonumu,1,ISA 28:7,,
madai-madaimu,1,ISA 28:7,,
doru-heu,1,ISA 28:12,,
hekidaera,1,ISA 28:13,,
he-idoa,1,ISA 28:13,,
hemetaimu,1,ISA 28:15,,
baineha-arua,1,ISA 28:17,,
habubunimui,1,ISA 28:18,,
perasimi,1,ISA 28:21,,
iḡuimui,1,ISA 28:22,,
arina,1,ISA 28:22,,
severa-severana,1,ISA 28:27,,
hataruhamu,1,ISA 29:3,,
ḡahuḡahuna,1,ISA 29:5,,
davadavana,1,ISA 29:5,,
rege-bada,1,ISA 29:6,,
hururu-hururunaida,1,ISA 29:6,,
hahekavakava,1,ISA 29:9,,
kavakavamui,1,ISA 29:9,,
mata-kepulumui,1,ISA 29:9,,
banoho,1,ISA 29:9,,
mahuta-hedavauhe,1,ISA 29:10,,
duahia-duahi,1,ISA 29:11,,
udu-herevadia,1,ISA 29:13,,
rakahenigu,1,ISA 29:13,,
dibadamu,1,ISA 29:15,,
karuhi,1,ISA 29:16,,
vaburadia,1,ISA 29:18,,
diburadia,1,ISA 29:18,,
ḡeḡeva,1,ISA 29:22,,
magigi,1,ISA 29:23,,
hemetaina,1,ISA 30:3,,
hadavalaidiamu,1,ISA 30:5,,
huro-nadina,1,ISA 30:8,,
hamorolaimai,1,ISA 30:10,,
hara-lata,1,ISA 30:13,,
pavamu,1,ISA 30:13,,
makohimu,1,ISA 30:14,,
ihahavamui,1,ISA 30:16,,
halalaḡadia,1,ISA 30:17,,
halalaḡamui,1,ISA 30:17,,
idibamui,1,ISA 30:21,,
laurimui,1,ISA 30:21,,
idairidia,1,ISA 30:23,,
ala-alabadana,1,ISA 30:25,,
garagaramu,1,ISA 30:27,,
lagana,1,ISA 30:28,,
ihakau-kereredia,1,ISA 30:28,,
benaiehova,1,ISA 30:30,,
hakamonaidia,1,ISA 30:30,,
ehadihoamu,1,ISA 30:30,,
hebotana,1,ISA 30:30,,
heara-orelahina,1,ISA 30:30,,
medu-barokona,1,ISA 30:30,,
bonamedu-hetarina,1,ISA 30:30,,
iehovagadona,1,ISA 30:31,,
irubena,1,ISA 30:32,,
au-rakurakuna,1,ISA 30:33,,
heḡerea,1,ISA 31:1,,
hetahulaia,1,ISA 31:1,,
manua,1,ISA 31:5,,
lalo-ḡoevadae,1,ISA 32:8,,
huredia,1,ISA 32:10,,
hesei,1,ISA 32:15,,
haloaloadiamu,1,ISA 32:20,,
hegabu,1,ISA 33:12,,
doumu,1,ISA 33:12,,
kodobeamu,1,ISA 33:15,,
eaiva,1,ISA 33:18,,
lanalanamu,1,ISA 33:19,,
doka,1,ISA 33:21,,
ḡataka-ḡataka,1,ISA 34:6,,
haḡonua,1,ISA 34:7,,
havevemu,1,ISA 34:9,,
varonana,1,ISA 34:11,,
vahuvahu,1,ISA 35:1,,
lohi-lohi,1,ISA 35:7,,
halahalahamu,1,ISA 36:4,,
tagemui,1,ISA 36:12,,
hahelalomui,1,ISA 36:15,,
gwau-gwaubona,1,ISA 37:3,,
baigumui,1,ISA 37:6,,
pava,1,ISA 37:9,,
ḡurigu,1,ISA 37:21,,
doridorina,1,ISA 37:24,,
geidia,1,ISA 37:25,,
namauria,1,ISA 37:35,,
gelomu,1,ISA 38:8,,
ha-ikerukerumu,1,ISA 38:8,,
vadavadadiagwauta,1,ISA 38:8,,
dina-tubuana,1,ISA 38:10,,
utugu,1,ISA 38:12,,
baemia,1,ISA 39:8,,
diho-dae,1,ISA 40:4,,
ihadiarina,1,ISA 40:14,,
hetuturuna,1,ISA 40:15,,
dimura-dimurana,1,ISA 40:15,,
hahetaridiamu,1,ISA 40:19,,
kobomu,1,ISA 40:24,,
haheḡereḡeregu,1,ISA 40:25,,
noho-hanaiharlai,1,ISA 40:28,,
hagoadadiamu,1,ISA 40:29,,
hahavadiamu,1,ISA 41:3,,
ihodo-palakana,1,ISA 41:7,,
haheato-kau,1,ISA 41:7,,
hodoamutauna,1,ISA 41:7,,
ihahekamo-kubouna,1,ISA 41:7,,
kokoamu,1,ISA 41:7,,
gunigunidia,1,ISA 41:9,,
hagoadamu,1,ISA 41:10,,
imudamu,1,ISA 41:10,,
hapatapatadia,1,ISA 41:15,,
didirava,1,ISA 41:23,,
ihahekamo-taodia,1,ISA 41:25,,
imudaiamu,1,ISA 42:1,,
halasi,1,ISA 42:1,,
gwahamata,1,ISA 42:6,,
hasiahuamu,1,ISA 42:13,,
hakakorodia,1,ISA 42:15,,
hedaga-maorodia,1,ISA 42:16,,
siaiamutauna,1,ISA 42:19,,
kiraramu,1,ISA 42:20,,
irakalaidia,1,ISA 42:24,,
ibodohilaimu,1,ISA 43:3,,
henemailaidia,1,ISA 43:7,,
hahemauriva,1,ISA 43:12,,
hahesikumui,1,ISA 43:23,,
hahesikugu,1,ISA 43:24,,
hahelalogu,1,ISA 43:26,,
hedorilai,1,ISA 43:26,,
hehato,1,ISA 44:5,,
gaukaralaiamu,1,ISA 44:12,,
hodohodo,1,ISA 44:12,,
hodoamu,1,ISA 44:12,,
naunau,1,ISA 44:13,,
kuboro-hahetohona,1,ISA 44:13,,
diharoha,1,ISA 44:14,,
kiriri,1,ISA 44:14,,
makahana,1,ISA 44:15,,
gabulaiamu,1,ISA 44:15,,
karaiamue,1,ISA 44:15,,
guriamu,1,ISA 44:17,,
vairanaibaina,1,ISA 44:19,,
ehakaua,1,ISA 44:20,,
hahedagadia,1,ISA 45:2,,
pbona,1,ISA 45:2,,
hagoadamumu,1,ISA 45:5,,
lalo-heḡonudia,1,ISA 45:16,,
dorudiai,1,ISA 46:1,,
haerolaigu,1,ISA 46:5,,
metau-hahetoho,1,ISA 46:6,,
irauamui,1,ISA 46:12,,
rauaraua,1,ISA 46:13,,
vasilaiamu,1,ISA 46:13,,
hametaumu,1,ISA 47:9,,
orodiamu,1,ISA 47:13,,
irauadia,1,ISA 47:14,,
gwauraimuva,1,ISA 48:8,,
halahelaiamu,1,ISA 48:9,,
dimuradia,1,ISA 48:19,,
mataka-matakana,1,ISA 49:2,,
negarla,1,ISA 49:8,,
iatudia,1,ISA 49:8,,
lailaidia,1,ISA 49:11,,
heralaidia,1,ISA 49:18,,
deḡedeḡe-rahu,1,ISA 49:19,,
edeava,1,ISA 49:21,,
idavalaimu,1,ISA 49:26,,
ḡovalaiamu,1,ISA 50:3,,
haogumu,1,ISA 50:4,,
ibutudia,1,ISA 50:6,,
hekanudi,1,ISA 50:6,,
utumui,1,ISA 51:1,,
ḡeimui,1,ISA 51:1,,
narigumu,1,ISA 51:5,,
garag-ara,1,ISA 51:13,,
ha-igoamu,1,ISA 51:14,,
haraivaraivamu,1,ISA 51:15,,
gurumu,1,ISA 51:15,,
nurina,1,ISA 51:17,,
hahisihisimuimu,1,ISA 51:23,,
ḡahumu,1,ISA 52:2,,
heruirui,1,ISA 52:2,,
nobada,1,ISA 52:10,,
natuna-bae,1,ISA 54:1,,
vabumu,1,ISA 54:4,,
hebogahisi-badagu,1,ISA 54:7,,
helalokauna,1,ISA 54:8,,
hegure-heguremu,1,ISA 54:11,,
kogemu,1,ISA 54:12,,
dibamuva,1,ISA 55:5,,
tuhutuhumu,1,ISA 55:10,,
ihereadia,1,ISA 56:5,,
mia-hanaihanaina,1,ISA 56:5,,
irevadia,1,ISA 56:8,,
uda-ahu,1,ISA 56:9,,
gadodiamu,1,ISA 56:11,,
hevasehalaidiamu,1,ISA 57:4,,
hahaḡa,1,ISA 57:4,,
dorinai,1,ISA 57:7,,
hanurika-nurikaiamu,1,ISA 57:20,,
kahu-kuborodia,1,ISA 58:4,,
hetutumu,1,ISA 58:4,,
ha-igoa,1,ISA 58:5,,
hido,1,ISA 58:5,,
helouna,1,ISA 58:5,,
hahegini,1,ISA 58:12,,
ihagini-loudia,1,ISA 58:12,,
hapararamui,1,ISA 59:2,,
hemudumalaia,1,ISA 59:3,,
derekaka,1,ISA 59:5,,
valavaladia,1,ISA 59:6,,
lalolai,1,ISA 59:7,,
lasimai,1,ISA 59:9,,
paitapaitana,1,ISA 59:9,,
darahuamu,1,ISA 59:10,,
mairumairuna,1,ISA 59:10,,
damuḡa,1,ISA 59:15,,
imudaia,1,ISA 59:16,,
tata-dae-roha,1,ISA 60:3,,
dagiradia,1,ISA 60:4,,
baemailai,1,ISA 60:11,,
hahisihisimuva,1,ISA 60:14,,
dadaraimuva,1,ISA 60:14,,
rohegumu,1,ISA 61:1,,
iruha-negedia,1,ISA 61:1,,
iruadia,1,ISA 61:5,,
idadaraimui,1,ISA 61:7,,
momokanigu,1,ISA 61:8,,
laumagu-ese,1,ISA 61:10,,
hatarulaigu,1,ISA 61:10,,
hatubudiamu,1,ISA 61:11,,
variadiai,1,ISA 61:11,,
moalelaimumu,1,ISA 62:4,,
hahelaloa,1,ISA 62:6,,
halaḡaia,1,ISA 62:7,,
gogoamu,1,ISA 62:9,,
ikoudia,1,ISA 62:9,,
raua-raua,1,ISA 63:4,,
inoilaina,1,ISA 63:14,,
irauamai,1,ISA 63:16,,
hakereremaimu,1,ISA 63:17,,
rakodia,1,ISA 64:2,,
hadaidaiamu,1,ISA 64:2,,
odamai,1,ISA 64:6,,
ikahu-taomu,1,ISA 64:7,,
gugulaiamu,1,ISA 64:7,,
ikuimai,1,ISA 64:8,,
imodaimuva,1,ISA 64:11,,
vasiahudia,1,ISA 65:4,,
hahenemailaidia,1,ISA 65:15,,
haḡuḡurudiamu,1,ISA 65:20,,
tau-burukana,1,ISA 65:20,,
hagugurudia,1,ISA 65:20,,
anianilai,1,ISA 65:22,,
lalo-manaumu,1,ISA 66:2,,
boiboiva,1,ISA 66:4,,
hahegabani,1,ISA 66:9,,
dagiramui,1,ISA 66:12,,
haroho-harohomui,1,ISA 66:12,,
ihagaragarana,1,ISA 66:15,,
ihahururuna,1,ISA 66:15,,
baeani,1,ISA 66:17,,
peva-mare,1,ISA 66:19,,
duanaimu,1,JER 1:5,,
hagini-hagini,1,JER 1:10,,
sokede,1,JER 1:11,,
ihahemetaina,1,JER 1:13,,
daidaia,1,JER 1:14,,
hahetahaia,1,JER 1:17,,
ilodu-henina,1,JER 1:18,,
iloduhenidia,1,JER 1:18,,
vairatuhutuhudia,1,JER 2:2,,
ḡaukaralaimu,1,JER 2:8,,
gavadiava,1,JER 2:8,,
dara-dokolaia,1,JER 2:12,,
lalaḡalaia,1,JER 2:12,,
helohilohina,1,JER 2:13,,
damuga,1,JER 2:14,,
ieona,1,JER 2:15,,
heḡaima,1,JER 2:24,,
ha-iruamu,1,JER 2:24,,
tamakamu,1,JER 2:25,,
dlrava,1,JER 2:28,,
gadoamu,1,JER 2:30,,
kekenigu,1,JER 3:4,,
elava,1,JER 3:6,,
urluseni,1,JER 3:6,,
lenai,1,JER 3:9,,
iregumui,1,JER 3:15,,
iḡavadia,1,JER 3:17,,
hetoahu,1,JER 3:17,,
igavagu,1,JER 3:19,,
dihotaniamu,1,JER 3:20,,
koimaimu,1,JER 3:23,,
dibaḡanimaimu,1,JER 3:23,,
hedoma-hedomana,1,JER 4:7,,
gvauraiamu,1,JER 4:15,,
irevamu,1,JER 4:18,,
hahevahura,1,JER 4:27,,
dubaduba,1,JER 4:28,,
hetahu-hetahu,1,JER 5:1,,
nadi-aukadia,1,JER 5:3,,
hakunuva,1,JER 5:7,,
lokalokamu,1,JER 5:8,,
ha-oremui,1,JER 5:18,,
rla,1,JER 5:19,,
gwau-edeededia,1,JER 5:23,,
hamaragidiamu,1,JER 5:28,,
bete-hakerereme,1,JER 6:1,,
ivaira-henina,1,JER 6:3,,
hevaira-henina,1,JER 6:6,,
kwabudia,1,JER 6:9,,
burukidia,1,JER 6:9,,
hehekou,1,JER 6:10,,
ihalahelaina,1,JER 6:11,,
igimamui,1,JER 6:17,,
hebogahisimu,1,JER 6:23,,
gugubadamu,1,JER 6:24,,
taitailaiamu,1,JER 6:26,,
hatakuda,1,JER 6:26,,
hidi-hidi,1,JER 6:27,,
ede-ede,1,JER 6:28,,
ihiririlaina,1,JER 6:29,,
irla,1,JER 7:6,,
hamialaia,1,JER 7:12,,
igwau-henimui,1,JER 7:13,,
bubudiamu,1,JER 7:18,,
haraivagumu,1,JER 7:19,,
haheraivamu,1,JER 7:19,,
ha-aukadiava,1,JER 7:26,,
lasilai,1,JER 8:1,,
ḡavadiava,1,JER 8:2,,
iburukidia,1,JER 8:13,,
revada,1,JER 8:14,,
asinema,1,JER 8:15,,
hakoko,1,JER 8:16,,
tubebemu,1,JER 8:16,,
tabubumu,1,JER 8:16,,
korimui,1,JER 8:17,,
hebala,1,JER 9:5,,
senuamu,1,JER 9:6,,
tai-hevale,1,JER 9:17,,
iruru-matada,1,JER 9:18,,
wamu,1,JER 9:24,,
peritomena,1,JER 9:25,,
merameramu,1,JER 9:26,,
palakamu,1,JER 10:9,,
ḡahukaḡahuka,1,JER 10:9,,
auno,1,JER 10:11,,
taunaimanima,1,JER 10:14,,
taudra,1,JER 10:18,,
ihalaodia,1,JER 10:22,,
dibamumu,1,JER 10:25,,
dagemu,1,JER 11:9,,
dava-ihenina,1,JER 11:20,,
helulumu,1,JER 12:5,,
vamu-ani,1,JER 12:9,,
igwau-hamatalaina,1,JER 12:16,,
kohua-kohuana,1,JER 13:4,,
norio,1,JER 13:7,,
heaḡi-bada,1,JER 13:9,,
ikwaramu,1,JER 13:21,,
manadailai,1,JER 13:23,,
loulaidiamu,1,JER 14:3,,
henemailaimai,1,JER 14:9,,
ḡuriḡurilaia,1,JER 14:11,,
hahelaḡad-ia,1,JER 14:12,,
rahumai,1,JER 14:19,,
ihadihona,1,JER 14:22,,
hageredia,1,JER 15:1,,
idaredia,1,JER 15:3,,
iani-oredia,1,JER 15:3,,
uduguiraigumu,1,JER 15:10,,
vadivadigu,1,JER 15:15,,
kohuakohua,1,JER 16:16,,
helavahumu,1,JER 16:17,,
gabu-aukana,1,JER 16:19,,
taumabunai,1,JER 16:21,,
purina,1,JER 17:1,,
gasia,1,JER 17:1,,
rabatarina,1,JER 17:6,,
haura-hauradia,1,JER 17:6,,
hetoimu,1,JER 17:8,,
helea-daena,1,JER 17:12,,
hegegemadaina,1,JER 17:26,,
ha-ariaa,1,JER 17:27,,
igirogirona,1,JER 18:3,,
lalo-aukamai,1,JER 18:12,,
hagadia,1,JER 18:14,,
keruma-kerumadia,1,JER 18:14,,
iala-masegu,1,JER 18:23,,
hamaorolaimunu,1,JER 19:2,,
hemai-hemai,1,JER 19:3,,
silaia,1,JER 19:8,,
ha-anidia,1,JER 19:9,,
ihagarimu,1,JER 20:4,,
ḡabamu,1,JER 20:8,,
hekirikirilai,1,JER 20:8,,
ihaheaukalaina,1,JER 20:9,,
ihahisihisigu,1,JER 20:11,,
idadaraidia,1,JER 20:11,,
tuarilai,1,JER 21:4,,
henumui,1,JER 21:5,,
heḡeḡe-madaina,1,JER 21:14,,
goevaḡoevadia,1,JER 22:3,,
lalo-hisihisilaia,1,JER 22:10,,
kakakaka-hereana,1,JER 22:14,,
oḡoḡami,1,JER 22:16,,
idibalaigu,1,JER 22:16,,
murimuridiai,1,JER 22:19,,
abarimi,1,JER 22:20,,
kokimu,1,JER 22:24,,
nadia,1,JER 22:25,,
wo,1,JER 22:28,,
mawi,1,JER 23:6,,
dedika-dedikadia,1,JER 23:12,,
dibwa,1,JER 23:12,,
hahonumuimu,1,JER 23:16,,
asiua,1,JER 23:21,,
hesivarailai,1,JER 23:27,,
perovetalaidiamu,1,JER 23:32,,
lekonia,1,JER 24:1,,
awi,1,JER 24:1,,
gvau-tora,1,JER 24:9,,
tanoua,1,JER 24:10,,
ihagwautatoina,1,JER 25:3,,
iui,1,JER 25:32,,
iala-masemui,1,JER 25:34,,
ihakarohomui,1,JER 25:34,,
havahudiamu,1,JER 25:36,,
haganilaimumu,1,JER 26:2,,
haganilaia,1,JER 26:8,,
gwukau,1,JER 27:3,,
lalohadailai,1,JER 27:5,,
birulaia,1,JER 27:11,,
haevamu,1,JER 27:11,,
helalolaidia,1,JER 27:22,,
per,1,JER 28:8,,
vetalai,1,JER 28:8,,
perovetalaiamu,1,JER 28:9,,
hanarua,1,JER 28:17,,
siaidla,1,JER 29:4,,
hahanegu,1,JER 29:12,,
dekemal,1,JER 29:28,,
dibaganimui,1,JER 29:31,,
lalabora,1,JER 30:6,,
davaniu,1,JER 30:14,,
ha-oremumu,1,JER 30:16,,
dadimumu,1,JER 30:16,,
harakaia,1,JER 30:21,,
urahenina,1,JER 31:3,,
kaha-daudaudia,1,JER 31:8,,
regudiamu,1,JER 31:10,,
ḡadegade,1,JER 31:15,,
hadibadibagu,1,JER 31:19,,
matamalana,1,JER 31:22,,
iragadia,1,JER 31:28,,
goa,1,JER 31:39,,
dokadokana,1,JER 31:40,,
hevaira-hehenidia,1,JER 32:4,,
iabi-taona,1,JER 32:7,,
merodia,1,JER 32:30,,
lalo-garagara,1,JER 32:37,,
muridhi,1,JER 32:39,,
gwauhamatalai,1,JER 32:42,,
kara-namodh,1,JER 32:42,,
rahudh,1,JER 33:5,,
halaḡa-anidiamu,1,JER 33:12,,
miridia,1,JER 33:22,,
iḡui-loudia,1,JER 34:7,,
unoholaidia,1,JER 34:22,,
habasinia,1,JER 35:3,,
igdalia,1,JER 35:4,,
ma-aseia,1,JER 35:4,,
iginina,1,JER 35:19,,
vaugu,1,JER 36:5,,
lehudi,1,JER 36:14,,
ini-hereva,1,JER 36:16,,
parapavana,1,JER 36:21,,
abdele,1,JER 36:26,,
iehukala,1,JER 37:3,,
ben,1,JER 37:10,,
hematauraigu,1,JER 37:20,,
iukala,1,JER 38:1,,
kadidihamu,1,JER 38:12,,
ela-bona,1,JER 38:28,,
abla,1,JER 39:3,,
samagara-nebo,1,JER 39:3,,
sarasekimi,1,JER 39:3,,
neregalasaresere,1,JER 39:3,,
oleana,1,JER 39:9,,
nebusasabana,1,JER 39:13,,
ba-noho,1,JER 40:5,,
ogogami-herea,1,JER 40:7,,
efai,1,JER 40:8,,
iesania,1,JER 40:8,,
baalisi,1,JER 40:14,,
iroromana,1,JER 41:4,,
gasidia,1,JER 41:5,,
ihedavari-henidia,1,JER 41:6,,
amo-ese,1,JER 41:8,,
ismaele,1,JER 41:8,,
kamorlai,1,JER 41:11,,
abi-mauridia,1,JER 41:16,,
gerutu,1,JER 41:17,,
dagi-badadia,1,JER 42:1,,
itamaimu,1,JER 42:2,,
gadoimai,1,JER 42:2,,
ragamui,1,JER 42:10,,
hadikalaimui,1,JER 42:10,,
kerehailaiamu,1,JER 42:10,,
doena,1,JER 42:16,,
gavamui,1,JER 42:16,,
fiuria,1,JER 42:20,,
siailaia,1,JER 43:1,,
bavatomai,1,JER 43:3,,
laohaimai,1,JER 43:3,,
hahekerukeruna,1,JER 43:10,,
darurana,1,JER 43:12,,
heliopolisi,1,JER 43:13,,
hiahedua,1,JER 44:10,,
heihi,1,JER 44:12,,
